Structure;Propriétaire;Raison sociale;Nom;Ligne de commentaire;Contact principal;Civilité;Adresse électronique 1;Adresse électronique 2;Portable;Téléphone 1;Téléphone 2;Téléphone 3;Ville;État;Pays;Ligne d'adresse 1;Ligne d'adresse 2;Ligne d'adresse 3;Code Postal;Langue préférée;3 - Vos intérêts culturels;Domaine d'activité;Professionnel du spectacle;Partenaire;Vidy;Direction;Envoi;Tag;Médiation;2 - Newsletters spécifiques;1 - Newsletter générale (1x/semaine);Accepter les messages életroniques de l'institution;Courrier;Email;Remarque
290468;IMPCTCT_GLPI25896;ALLIANCE FRANCAISE;ALLIANCE FRANCAISE;;;;alliancefrancaisegeneve@gmail.com;;;;;;Genève;;Suisse;1 Place Longemalle;;;1204;fr;;;;;;;;;;;;T;;T;
290476;IMPCTCT_GLPI25896;LE PLESSIS THEATRE;LE PLESSIS THEATRE;;;;info@plessis-tierslieu.fr;;;;;;LA RICHE;;France;Château de Plessis-lès-Tours;Rue du Plessis;;37520;fr;;;;;;;;;;;;T;;T;
290482;IMPCTCT_GLPI25896;GYMNASIUM NEUFELD;GYMNASIUM NEUFELD;;;;gym@gymneufeld.ch;;;;;;Bern;;Suisse;Bremgartenstrasse 133;;;3012;fr;;educ;;;;;;;;;;F;;T;
290484;IMPCTCT_GLPI25896;FESTIVAL THEATER SPEKTAKEL ZURICH;FESTIVAL THEATER SPEKTAKEL ZURICH;;;;contact@theaterspektakel.ch;;;41444123551;;;Zürich;;Suisse;STADTHAUSQUAI 17;;;8001;fr;;;;;;;;;;;;T;;T;
290486;IMPCTCT_GLPI25896;TEATERSPEKTAKEL ZU;TEATERSPEKTAKEL ZU;;;;contact@theaterspektakel.ch;;;;;;Zürich;;Suisse;Stadthausquai 17;;;8001;fr;;;;;;;;;;;;T;;T;
290496;IMPCTCT_GLPI25896;FESTIVAL DE MARSEILLE / R;FESTIVAL DE MARSEILLE / R;;;;info@festivaldemarseille.com;;;;;;MARSEILLE;;France;Rue de la République 17;;;13002;fr;;;;;;;;GRACEst;;;;T;;T;
290498;IMPCTCT_GLPI25896;RTS RADIO;RTS RADIO;;;;prodvertigo@rts.ch;magma@rts.ch;;41581341234;;;Lausanne;;Suisse;Avenue du Temple 40;CP 78;;1010;fr;;;;;;;;envoinb50 régulier;;;;T;;T;
290506;IMPCTCT_GLPI25896;THEATRE DU CROCHETAN;THEATRE DU CROCHETAN;;;;crochetan@monthey.ch;;;41244757909;;;Monthey;;Suisse;AV. DU THEATRE 9;;Case postale 512;1870;fr;;;;;;;;;;;;T;;T;
290514;IMPCTCT_GLPI25896;DESCH TEATERVERLAG;DESCH TEATERVERLAG;;;;info@theater-verlag-desch.de;;;;;;BERLIN;;Allemagne;Hardenbergstrasse 6;;;10623;fr;;;;;;;;;;;;T;;T;
290516;IMPCTCT_GLPI25896;MAE DGCID DIVISION DE L'ECRIT;MAE DGCID DIVISION DE L'ECRIT;;;;;;;;;;PARIS 07SP;;France;;;;75303;fr;;;;;;;;;;;;T;;T;
290519;IMPCTCT_GLPI25896;ESPACE CULTUREL DE LA PASSADE;ESPACE CULTUREL DE LA PASSADE;;;;billetterie@lapassade.ch;;;;;;Boudry;;Suisse;Rue Louis-Favre 20;;;2017;fr;;;;;;;;;;;;T;;T;
290522;IMPCTCT_GLPI25896;FESTIVAL BOUD'RIRES;FESTIVAL BOUD'RIRES;;;;contact@leneuch-festivalcomedy.ch;;;;;;Boudry Neuchatel;;Suisse;;;;2017;fr;;;;;;;;;;;;T;;T;
290524;IMPCTCT_GLPI25896;GLOBUS GRAND PASSAGE;GLOBUS GRAND PASSAGE;;;;info.geneve@globus.ch;;;41800987987;;;Genève;;Suisse;RUE DU RHÔNE 48;;;1204;fr;;;;;;;;;;;;T;T;T;
290532;IMPCTCT_GLPI25896;BATIMENT DES FORCES MOTRICES;BATIMENT DES FORCES MOTRICES;;;;acaro@bfm.ch;;;41223221220;;;Genève;;Suisse;Place des Volontaires 2;;;1204;fr;;;;;;;;envoinb10 envoinav10;;;;T;;T;
290534;IMPCTCT_GLPI25896;COMPAGNIE PINSARD;COMPAGNIE PINSARD;;;;mariellepinsard@gmail.com;;;;;;Lausanne;;Suisse;RUE EDOUARD PAYOT 2;;;1005;fr;;;;;;;;;;;;T;F;T;
290536;IMPCTCT_GLPI25896;THEATRE DE CAROUGE;THEATRE DE CAROUGE;;;;info@theatredecarouge.ch;;;41223432555;;;Carouge;;Suisse;Rue Ancienne 37A;CP2031;;1227;fr;theatre;;;PartCult;;;;envoinb10;;;;T;F;T;
290540;IMPCTCT_GLPI25896;SERVICE DE L'INFORMATION;SERVICE DE L'INFORMATION;;;;;;;;;;Epalinges;;Suisse;CH. BOIS-MURAT 30;;;1066;fr;;;;;;;;;;;;T;;T;
290551;IMPCTCT_GLPI25896;CIE PASQUIER & ROSSIER;CIE PASQUIER & ROSSIER;;;;nicrossier@cie-pasquier-rossier.ch;genepasquier@cie-pasquier-rossier.ch;41792794961;41216013635;;;Lausanne 22;;Suisse;;;;1000;fr;;;;;;;;;;;;T;;T;
290559;IMPCTCT_GLPI25896;CENTRE THEATRAL ROMAND;CENTRE THEATRAL ROMAND;;;;info@leprogramme.ch;;;;;;Vésenaz Genève;;Suisse;;;;1222;fr;;;;;;;;;;;;T;;T;
290561;IMPCTCT_GLPI25896;ATP;ATP;;;;info@ktv.ch;info@atp.ch;;;;;Biel/Bienne Berne;;Suisse;Obergasse 1;;;2500;fr;;;;;;;;;;;;T;;T;
290563;IMPCTCT_GLPI25896;COUTTS BANK VON ERNST LTD.;COUTTS BANK VON ERNST LTD.;;;;dataagentservices@coutts.ch;;;;;;Zürich;;Suisse;;;;8004;fr;;;;;;;;;;;;T;;T;
290567;IMPCTCT_GLPI25896;FRANCOMANIAS;FRANCOMANIAS;;;;d.rime@bluewin.ch;info@francomanias.ch;;;;;Bulle;;Suisse;Espace Gruyère;Rue de Vevey 136;;1630;fr;;;;;;;;;;;;T;;T;
290571;IMPCTCT_GLPI25896;FRIBOURG TOURISME;FRIBOURG TOURISME;;;;information@fribourgregion.ch;;;;;;Fribourg;;Suisse;Place Jean Tinguely 1;;;1701;fr;;;;;;;;;;;;T;;T;
290575;IMPCTCT_GLPI25896;RECTO VERSO;RECTO VERSO;;;;;;;;;;Cugy Vaud;;Suisse;;;;1053;fr;;;;;;;;;;;;T;;T;
290587;IMPCTCT_GLPI25896;ES COLLEGE DES TROIS SAPINS;ES COLLEGE DES TROIS SAPINS;;;;es.echallens@vd.ch;;;41215571888;;;Echallens;;Suisse;RUE DU COLLEGE 6;CP 51;;1040;fr;;educ;;;;;;;;;;F;;T;
290593;IMPCTCT_GLPI25896;ECOLE DE CIRQUE ZÔFY;ECOLE DE CIRQUE ZÔFY;;;;info@zofy.ch;info@zofy.ch;41792359383;;;;Charrat;;Suisse;Route du Simplon 31;;;1906;fr;;;;;;;;envoinb10 envoiKIDS;;;;T;;T;
290657;IMPCTCT_GLPI25896;THEATRE PRO-VALAIS;THEATRE PRO-VALAIS;;;;info@alize-theatre.ch;;;;;;Sion;;Suisse;;;;1950;fr;;;;;;;;;;;;T;;T;
290659;IMPCTCT_GLPI25896;VOYAGES & CULTURE;VOYAGES & CULTURE;;;;;;;;;;Lausanne;;Suisse;CASE POSTALE 2545;;;1002;fr;;;;;;;;;;;;T;;T;
290737;IMPCTCT_GLPI25896;THEATRE DU GALPON;THEATRE DU GALPON;;;;;;;;;;Petit-Lancy;;Suisse;Rte des Péniches;;CP 100;1213;fr;;;;;;;;;;;;T;;T;
290743;IMPCTCT_GLPI25896;THEATRE DU PASSAGE;THEATRE DU PASSAGE;;;;;;;41327177907;41327177907;;Neuchâtel;;Suisse;PASSAGE MAX MEURON 4;;;2000;fr;;;;;;;;;;;;T;;T;
290745;IMPCTCT_GLPI25896;ASSOCIATION DES AMIS DU THEATRE VIDY;ASSOCIATION DES AMIS DU THEATRE VIDY;;;;;;;41216538041;;;;;Suisse;;;;;fr;;;;PartCult;;;;envoinb10;;;;T;;T;
290760;IMPCTCT_GLPI25896;VILLE DE LAUSANNE - SERVICE DE LA CULTURE;SERVICE DE LA CULTURE LAUSANNE;;;;;;;;;;Lausanne Vaud;;Suisse;HÔTEL DE VILLE;PLACE DE LA PALUD 2;CP 6904;1002;fr;;;;;;;;;;;;T;;T;
290769;IMPCTCT_GLPI25896;MIAUTON SA;MIAUTON SA;;;;bussigny@bmsuisse.ch;;;;;;Lausanne Vaud;;Suisse;Av. de Provence 14;;;1007;fr;;;;;;;;;;;;T;;T;
290776;IMPCTCT_GLPI25896;THEATRE ST-DENIS;THEATRE ST-DENIS;;;;info@espacestdenis.com;;;;;;MONTRÉAL;;Canada;Rue Saint-Denis;;;1594;fr;;;;;;;;;;;;T;;T;
290784;IMPCTCT_GLPI25896;BUREAU TECHNIQUE NORBERT;BUREAU TECHNIQUE NORBERT;;;;geol-lsne@norbert-sa.ch;;;;;;Lausanne Vaud;;Suisse;Rue Enning 6;;;1003;fr;;;;;;;;;;;;F;;T;
290786;IMPCTCT_GLPI25896;SCENES MAGAZINE;SCENES MAGAZINE;;;;contact@scenesmagazine.com;;;41223469643;41223469643;41223469643;Genève;;Suisse;Rue de l'Athénée 21;Case postale 48;;1206;fr;;com;;;;;;PRESSEVIP;;;;T;;T;
290788;IMPCTCT_GLPI25896;SSA - SOCIETE SUISSE DES AUTEURS;SSA - SOCIETE SUISSE DES AUTEURS;;;;info@ssa.ch;;;;;;Lausanne;;Suisse;Département Scène;Rue Centrale 12;Case postale 1359;1001;fr;;;;;;;;;;;;T;;T;
290790;IMPCTCT_GLPI25896;DEPARTEMENT DES FINANCES ET DES AFFAIRES EXTERIEURES;DFAE;;;;info.sgdfire@vd.ch;;;41213162010;;;Lausanne;;Suisse;RUE DE LA PAIX 6;;;1014;fr;;;;;;;;;;;;F;;T;
290792;IMPCTCT_GLPI25896;LE PASSAGE;LE PASSAGE;;;;abs@fondationabs.ch;;;41213111115;;;Lausanne;;Suisse;Pl. du Vallon 4;;;1005;fr;;;;;;;;;;;;T;;T;
290794;IMPCTCT_GLPI25896;SIL - SERVICES INDUSTRIELS LAUSANNE;SIL - SERVICES INDUSTRIELS LAUSANNE;;;;equiwatt@lausanne.ch;;;;;;Lausanne;;Suisse;Place Chauderon 23;;;1003;fr;;;;;;;;;;;;F;;T;
290800;IMPCTCT_GLPI25896;LES ARPENTEURS;LES ARPENTEURS;;;;technique@lesartpenteurs.ch;;;;;;Yverdon-Les-Bains;;Suisse;Rue de Neuchâtel 4;;;1400;fr;;;;;;;;;;;;T;;T;
290804;IMPCTCT_GLPI25896;GPS PERFORMANCES SA;GPS PERFORMANCES SA;;;;performance@gps-performance.com;;;;;;Lausanne Vaud;;Suisse;Chemin de Beau-Rivage 7;;;1006;fr;;;;;;;;;;;;T;;T;
290813;IMPCTCT_GLPI25896;HÔTEL BELLERIVE;HÔTEL BELLERIVE;;;;info@hotelbellerive.ch;;;41216149000;;;Lausanne;;Suisse;Av. de Cour 99;;;1007;fr;;;;;;;;envoinb20 EnvoiENG20 envoiKIDS20;;;;T;;T;
290815;IMPCTCT_GLPI25896;LA MARTENIE LA COMBE DE MIJOUX;LA MARTENIE LA COMBE DE MIJOUX;;;;;;;;;;LAJOUX JURA;;France;;;;39310;fr;;;;;;;;;;;;T;;T;
290822;IMPCTCT_GLPI25896;CINEMATHEQUE SUISSE;CINEMATHEQUE SUISSE;;;;info@cinematheque.ch;;;41588000200;;;Lausanne;;Suisse;Allée Ernest-Ansermet 3;Case postale;;1001;fr;;;;PartCult;;;;envoinb20 EnvoiENG20;;;;T;;T;
290826;IMPCTCT_GLPI25896;LAUSANNE PALACE;LAUSANNE PALACE;;;;info@lausanne-palace.ch;;;41213313131;;;Lausanne;;Suisse;Rue du Grand-Chêne 7-9;;;1002;fr;;;;;;;;envoinb20 EnvoiENG20 envoikids20;;;;T;T;T;
290836;IMPCTCT_GLPI25896;ADN - Les Ateliers du Nord;ADN - Les Ateliers du Nord;;91728;;jeker@adn-design.ch;;;41213205808;;;Lausanne;;Suisse;PLACE DU NORD 2;;;1005;fr;;;;;;;;;;;;T;;T;
290841;sync;MUSEE HISTORIQUE;MUSEE HISTORIQUE;;;;musee.historique@lausanne.ch;;;;;;;;;;;;;fr;;;;;;;;;;;;T;;T;
290843;IMPCTCT_GLPI25896;CLINIQUE CECIL;CLINIQUE CECIL;;;;clinique-cecil@hirslanden.ch;;;41213105000;;;Lausanne;;Suisse;Av. Ruchonnet 53;;;1003;fr;;;;;;;;;;;;F;;T;
290847;IMPCTCT_GLPI25896;LES INROCKUPTIBLES;LES INROCKUPTIBLES;;;;;;;;;;PARIS;;France;RUE SAINT-SABIN 24;;;75011;fr;;;;;;;;;;;;T;;T;
290849;IMPCTCT_GLPI25896;LES NUITS DE FOURVIERE;LES NUITS DE FOURVIERE;;;;contact@nuitsdefourviere.com;;;;;;LYON;;France;6 rue de l’Antiquaille;;;69005;fr;danse,theatre;;;;;;;;;;;T;T;T;
290853;IMPCTCT_GLPI25896;THÉÂTRE D'ARLES;THÉÂTRE D'ARLES;;;;info@theatre-arles.com;;;;;;ARLES;;France;Bvd. Georges Clemenceau 34;;;13200;fr;;;;;;;;;;;;T;;T;
290857;IMPCTCT_GLPI25896;LYCEE DENIS ROUGEMONT;LYCEE DENIS ROUGEMONT;;;;lddr-secretariat@rpn.ch;;;41327175000;;;Neuchâtel;;Suisse;AVENUE ABRAM-LOUIS-BREGUET 3;;;2000;fr;;;;;;;;;;;;T;;T;
290861;IMPCTCT_GLPI25896;ADM. GENERALE ET FINANCES;ADM. GENERALE ET FINANCES;;;;info.aci@vd.ch;;;;;;Lausanne Vaud;;Suisse;CP 6904;;;1002;fr;;;;;;;;;;;;T;;T;
290865;IMPCTCT_GLPI25896;SERVICE DE L'EMPLOI;SERVICE DE L'EMPLOI;;;;info.dgem@vd.ch;;;;;;Lausanne Adm Cant;;Suisse;Rue Caroline 11;;;1014;fr;;;;;;;;;;;;T;;T;
290869;IMPCTCT_GLPI25896;ES DE RENENS - COLLEGE DU LEMAN;ES DE RENENS - COLLEGE DU LEMAN;;;;es.renens@vd.ch;;;41215571650;;;Renens Vd;;Suisse;Avenue du Léman 12;;;1020;fr;;educ;;;;;;;;;;T;F;T;
290871;IMPCTCT_GLPI25896;LA GRANGE - UNIL;LA GRANGE - UNIL;;;;culture@unil.ch;;;41216922124;41216922112;;Lausanne;;Suisse;UNIL;BUREAU DES AFFAIRES CULT.;;1015;fr;;;;;;;;envoinb20;;;;T;T;T;
290874;IMPCTCT_GLPI25896;SUISSE ASSURANCE-INCA SERVICE;SUISSE ASSURANCE-INCA SERVICE;;;;;;;;;;Lausanne Vaud;;Suisse;;;;1001;fr;;;;;;;;;;;;T;;T;
290876;IMPCTCT_GLPI25896;STAGE;ISABELLE BAUDET STAGE;;290875;;;;;;;;La Croix (lutry);;Suisse;CHEMIN DE SAVOIE 12;;;1090;fr;danse,debats,musart,music,theatre;;;;;;;;;;;T;;T;
290887;IMPCTCT_GLPI25896;TEATRO MALANDRO;TEATRO MALANDRO;;;;tkm@t-km.ch;;;41223474688;41223474688;;Renens Vd;;Suisse;c/ TKM Théâtre Kléber-Méleau;Chemin de l'Usine à Gaz 9;;1020;fr;;;;;;;;;;;;T;;T;
290889;IMPCTCT_GLPI25896;L'ILLUSTRE;L'ILLUSTRE;;;;info@illustre.ch;;;41213317500;;;Lausanne;;Suisse;PONT BESSIÈRES 3;CP 6505;;1002;fr;;;;;;;;;;;;T;;T;
290892;IMPCTCT_GLPI25896;SC. NAT .LES GEMEAUX SCEAUX;SC. NAT .LES GEMEAUX SCEAUX;;;;contact@lesgemeaux.com;;;;;;SCEAUX;;France;Av. Georges Clemenceau 49;;;92330;fr;;;;;;;;;;;;T;;T;
290919;IMPCTCT_GLPI25896;ARSENIC;ARSENIC;CENTRE D’ART SCÉNIQUE CONTEMPORAIN;;;info@arsenic.ch;;;41216251122;;;Lausanne;;Suisse;RUE DE GENEVE 57;;;1004;fr;;;;PartCult;;;;envoinb50;;;;T;;T;
290928;IMPCTCT_GLPI25896;HERTZ;HERTZ;;;;customerrelations@hertz.com;;;;;;Lausanne;;Suisse;Place du Tunnel 17;;;1005;fr;;;;;;;;;;;;T;;T;
290930;IMPCTCT_GLPI25896;THEATRE DE LA VILLE - ESPACE CARDIN;THEATRE DE LA VILLE;;;;;;;33142742277;;;PARIS;;France;PLACE DU CHATELET 2;;;75004;fr;;;;;;;;;;;;T;;T;
290946;IMPCTCT_GLPI25896;CHUV;CHUV;;;;info@chuv.ch;;;;;;Lausanne;;Suisse;RUE DU BUGNON 46;;;1011;fr;;;;;;;;envoinb50 EnvoiENG50;;;;T;F;T;
290948;IMPCTCT_GLPI25896;ES DE PULLY - COLLEGE ARNOLD REYMOND;ES DE PULLY - COLLEGE ARNOLD REYMOND;;;;;;;41215579797;;;Pully;;Suisse;CHEMIN DU FAU-BLANC 15;CP 127;;1009;fr;;;;;;;;;;;;T;T;T;
290950;IMPCTCT_GLPI25896;HÔTEL DE VILLE;HÔTEL DE VILLE;;;;communication@lausanne.ch;;;;;;Lausanne Vaud;;Suisse;CP 6904;;;1002;fr;;;;;;;;;;;;T;;T;
290954;IMPCTCT_GLPI25896;INSTITUTION PRE-DE-VERT;INSTITUTION PRE-DE-VERT;;;;secretariat@pre-de-vert.ch;;;;;;Rolle;;Suisse;Rte de Genève 34;;;1180;fr;;;;;;;;;;;;T;;T;
290956;IMPCTCT_GLPI25896;CLINIQUE DE LA SOURCE;CLINIQUE DE LA SOURCE;;;;marketing@lasource.ch;;;41216413333;;;Lausanne;;Suisse;AVENUE VINET 30;;;1004;fr;;;;PartCom;;;;;;;;T;T;T;
290968;IMPCTCT_GLPI25896;SCHAUBUHNE THEATER;SCHAUBUHNE THEATER;;;;lfrieling@schaubuehne.de;;;4,93E+11;;;BERLIN;;Allemagne;Kurfürstendamm 153;;;10709;fr;;;;;;;;;;;;F;;F;
290970;IMPCTCT_GLPI25896;THEATRE DE LA MADELEINE;THEATRE DE LA MADELEINE;;;;info@sallecentrale.ch;;;;;;PARIS;;France;Rue de Surène 19;;;75008;fr;;;;;;;;;;;;T;;T;
290975;IMPCTCT_GLPI25896;GYMNASE AUGUSTE PICCARD;GYMNASE AUGUSTE PICCARD;;;;gymnase.piccard@vd.ch;;;41215578484;;;Lausanne;;Suisse;CHEMIN DE BELLERIVE 16;;CP 100;1007;fr;;educ;;;;;;;;NewsLE;;T;F;T;
290979;IMPCTCT_GLPI25896;COMMISSION THEATRALE;COMMISSION THEATRALE;;;;valerie.weibel@lausanne.ch;;;;;;Lausanne;;Suisse;;;;1000;fr;;;;;;;;;;;;T;;T;
290989;IMPCTCT_GLPI25896;EPFL - MEDIACOM;EPFL - MEDIACOM;;;;presse@epfl.ch;;;41216932222;;;Lausanne Vaud;;Suisse;CM 2 360 (Centre Midi);Station 10;;1015;fr;;educ;;PartCult;;;;Tech;;;;T;F;T;test remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques   beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques  beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques beaucoup de remarques trop beaucoup de remarques beaucoup de remarques beaucoup de remarques
291000;IMPCTCT_GLPI25896;GYMNASE DE BURIER;ES II DE BURIER;;;;gymnase.burier@vd.ch;;;41213169333;;;La Tour-De-Peilz;;Suisse;ROUTE DE CHAILLY 170;CP 96;;1814;fr;;educ;;;;;;;;;;F;;T;
291071;IMPCTCT_GLPI25896;CENTRE DÜRRENMATT NEUCHÂTEL;CENTRE D¨RRENMATT NEUCHÂTEL;;;;cdn@nb.admin.ch;;;;;;Neuchâtel;;Suisse;CHEMIN DU PERTUIS-DU-SAULT 74;;;2000;fr;;;;;;;;envoinb20;;;;T;;T;
291077;IMPCTCT_GLPI25896;EMIL FREY - BMW;BMW EMIL FREY;;;;;;;41215103950;;;Crissier Vaud;;Suisse;Ch. du Closalet 19;;;1023;fr;;;;;;;;;;;;T;;T;
291117;IMPCTCT_GLPI25896;SERVICE CULTURE-JEUNESSE-SPORT RENENS;SERVICE CULTURE-JEUNESSE-SPORT RENENS;;;;culture.jeunesse.sport@renens.ch;;;;;;Renens Vd;;Suisse;Rue de Lausanne 21;;;1020;fr;;;;;;;;envoinb10;;;;T;;T;
291126;IMPCTCT_GLPI25896;MINOTEL CRYSTAL;MINOTEL CRYSTAL;;;;info@crystal-lausanne.ch;;;41213170303;;;Lausanne Vaud;;Suisse;Rue Chaucrau 5;;;1003;fr;;;;;;;;;;;;T;;T;
291155;IMPCTCT_GLPI25896;GYMNASE D'YVERDON;GYMNASE D'YVERDON;;;;secretariat.gyv@vd.ch;;;41245576969;;;Cheseaux-Noréaz;;Suisse;Rte du Gymnase 6;;;1400;fr;;educ;;;;;;;;;;T;;T;
291157;IMPCTCT_GLPI25896;GYMNASE DU BUGNON - SITE DE L'OURS;GYMNASE DU BUGNON - SITE DE L'OURS;;;;;;;41213163671;;;Lausanne;;Suisse;RUE DU BUGNON 5;;;1005;fr;;educ;;;;;;;;;;F;F;F;
291160;IMPCTCT_GLPI25896;LAUSANNE CITÉS;LAUSANNE CITÉS;;;;info@lausannecites.ch;promotion@lausannecites.ch;;41215550520;41215550501;;Lausanne Vaud;;Suisse;Av. d'Echallens 17;;;1004;fr;;;;;;;;RelaisDirPublics;;;;T;T;T;
291163;IMPCTCT_GLPI25896;LE MANEGE REIMS;LE MANEGE REIMS;;;;info@manege-reims.eu;;;;;;REIMS;;France;Bvd du Général Leclerc 2;;;51100;fr;;;;;;;;;;;;T;;T;
291167;IMPCTCT_GLPI25896;FESTIVAL DES ARTS VIVANTS - FAR;FESTIVAL DES ARTS VIVANTS - FAR;;;;info@far-nyon.ch;;;41223651550;;;Nyon;;Suisse;rue de Marchandises 5;;;1260;fr;;;;;;;;;;;;T;T;T;
291169;IMPCTCT_GLPI25896;SERVICE SPORTS VILLE LAUSANNE;SERVICE SPORTS VILLE LAUSANNE;;;;sports@lausanne.ch;;;;;;Lausanne Vaud;;Suisse;Ch. des Grandes-Roches 10;CP 243;;1018;fr;;;;;;;;;;;;T;;T;
291173;IMPCTCT_GLPI25896;USINE A GAZ;USINE A GAZ;;;;info@usineagaz.ch;;;41225642290;;;Nyon;;Suisse;Vy-Creuse 3;;;1260;fr;;;;;;;;envoinb10;;;;T;;T;dépliants: 10
291175;IMPCTCT_GLPI25896;Association La Maison des Jeunes;Association La Maison des Jeunes;;;;appart.midi@mdj.ch;;;;;;Lausanne;;Suisse;Ch. d'Entre-Bois 1;;;1000;fr;;;;;;;;;;;;T;;T;
291177;IMPCTCT_GLPI25896;EMS MAISON ST.-JOSEPH;EMS MAISON ST.-JOSEPH;;;;maison-st-joseph@rssv.ch;;;;;;Châtel-St-Denis Fribourg;;Suisse;Ch. de la Racca 15;;;1618;fr;;;;;;;;;;;;T;;T;
291193;IMPCTCT_GLPI25896;CULTUREENJEU;CULTUREENJEU;;;;info@cultureenjeu.ch;;;;;;Vuibroye;;Suisse;Ch. de la Mayaz 8;;;1610;fr;;;;;;;;;;;;F;;T;
291199;IMPCTCT_GLPI25896;ARTOS;ARTOS;;;;admin@artos-net.ch;;;;;;Bussigny-Lausanne;;Suisse;QG Center;Route de la Chaux 4 B;;1030;fr;;;;;;;;envoinb20;;;;T;;T;
291203;IMPCTCT_GLPI25896;CHATEAU ROUGE;CHATEAU ROUGE;;;;accueil@chateau-rouge.net;;;33450432424;;;ANNEMASSE HAUTE-SAVOIE;;France;RTE DE BONNEVILLE 1;CS 20293;;74100;fr;;;;;;;;envoinb10;;;;T;;T;
291214;IMPCTCT_GLPI25896;THÉÂTRE NATIONAL DE LA CRIEE MARSEILLE;THÉÂTRE NATIONAL DE LA CRIEE MARSEILLE;;;;billetterie@theatre-lacriee.com;;;;;;MARSEILLE;;France;Quai de Rive Neuve 30;;;13007;fr;;;;;;;;;;;;T;;T;
291216;IMPCTCT_GLPI25896;Malraux SN Chambéry Savoie;Malraux SN Chambéry Savoie;;;;contact@espacemalraux-chambery.fr;;;41479858330;;;CHAMBERY;;France;67 place François Mitterrand;Carré Curial;BP 147;73000;fr;;;;;;;;;;;;F;;F;
291219;IMPCTCT_GLPI25896;THEATRE DE CORNOUAILLE;THEATRE DE CORNOUAILLE;;;;;;;;;;QUIMPER;;France;Esp. François Mitterrand 1;;;29000;fr;;;;;;;;;;;;T;;T;
291224;IMPCTCT_GLPI25896;COMMUNE DE JOUXTENS-MEZERY;COMMUNE DE JOUXTENS-MEZERY;;;;boursier@jouxtens-mezery.ch;;;;;;Jouxtens-Mézery;;Suisse;Ch. de Beau-Cèdre 1;;;1008;fr;;;;;;;;;;;;T;;T;
291243;IMPCTCT_GLPI25896;LE PETIT BOIS THEATRE;LE PETIT BOIS THEATRE;;;;;;;;;;Nyon Vaud;;Suisse;;;;1260;fr;;;;;;;;;;;;T;;T;
291247;IMPCTCT_GLPI25896;SCENARTS;SCENARTS;;;;;;;;;;PARIS;;France;Rue Robert Blache 3;;;75010;fr;;;;;;;;;;;;T;;T;
291259;IMPCTCT_GLPI25896;MAISON DE LA CULTURE GRENOBLE;MAISON DE LA CULTURE GRENOBLE;;;;billetterie@mc2grenoble.fr;;;41476007979;;;GRENOBLE;;France;Rue Paul Claudel 4;;;38000;fr;;;;;;;;;;;;T;;T;
291266;IMPCTCT_GLPI25896;FONDATION DES BAUMETTES;FONDATION DES BAUMETTES;;;;baumettes@baumettes.ch;;;;;;Renens Vaud;;Suisse;Av. des Baumettes 120;;;1020;fr;;;;;;;;;;;;T;;T;
291272;IMPCTCT_GLPI25896;LYCEE EDGARD POE;LYCEE EDGARD POE;;;;info@lycee-edgarpoe.com;;;;;;PARIS VILLE DE PARIS;;France;Rue du Faubourg Poissonnière 2;;;75010;fr;;;;;;;;;;;;F;F;F;
291276;IMPCTCT_GLPI25896;LA CÔTE;LA CÔTE;;;;edition@lacote.ch;redchef@lacote.ch;;41229944111;;;Nyon 1;;Suisse;ROUTE DE SAINT-CERGUE 293;CP 1256;;1260;fr;;;;;;;;;;;;F;T;F;
291278;IMPCTCT_GLPI25896;THEATRE DE L'ONDE;THEATRE DE L'ONDE;;;;centredart@londe.fr;;;;;;VELIZY VILLACOUBLAY;;France;Av. Louis Breguet 8bis;;;78140;fr;;;;;;;;;;;;T;;T;
291280;IMPCTCT_GLPI25896;TH.RIVE GAUCHE;TH.RIVE GAUCHE;;;;contact@artcena.fr;;;;;;PARIS;;France;Rue de la Gaité 6;;;75014;fr;;;;;;;;;;;;T;;T;
291282;IMPCTCT_GLPI25896;JOURNAL DU JURA;JOURNAL DU JURA;;;;redactionjj@journaldujura.ch;;;;;;Biel/Bienne;;Suisse;Place Robert-Walser 7;CP 1344;;2501;fr;;;;;;;;;;;;T;;T;
291286;IMPCTCT_GLPI25896;EPS DE L'ELYSEE;EPS DE L'ELYSEE;;;;elysee@lausanne.ch;;;41213156651;;;Lausanne;;Suisse;AVENUE DE L'ELYSÉE 6;;;1006;fr;;educ;;;;;;;;;;F;;T;
291288;IMPCTCT_GLPI25896;LYCEE COLLEGE DE LA PLANTA;ETABLISSEMENT SECONDAIRE DE LA PLANTA;;;;;;;41276063950;;;Sion;;Suisse;AVENUE DU PETIT-CHASSEUR 1;;;1950;fr;;;;;;;;;;;;T;;T;
